#OTU ID	14748.MOUSE34.CAGE16.FSPFB6.S15	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE35.CAGE16.FSPFB6.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE19.CAGE2.FSPF3XTG.S15	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE32.CAGE12.FSPF3XTG.S15	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE106.CAGE70.MSPF3XTG.S7	14748.MOUSE117.CAGE62.FSPF3XTG.S7	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE90.CAGE22.FSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE104.CAGE69.MSPF3XTG.S7	14748.MOUSE78.CAGE27.FSPFB6.S12	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE137.CAGE46.MSPFB6.S12	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE130.CAGE41.MSPF3XTG.S12	14748.MOUSE143.CAGE66.FSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE129.CAGE41.MSPF3XTG.S12	14748.MOUSE109.CAGE73.MSPFB6.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
K04096 -  smf; DNA processing protein	91	657	932	842	1007	687	1144	85	314	680	1071	937	60	561	792	1184	1702	0	2838	850	821	1467	0	82	3216	592	738	1454	2293	108	594	1405	1387	1695	3211	166	297	789	1334	805	1200	0	546	786	1620	1318	1159	0	0	1057	255	1053	1250	381	960	883	645	726	1175	1044	1683	751	1352	2265	18	398	1188	1254	678	704	910	783	808	2223	4183
"K04099 -  desB, galA; gallate dioxygenase [EC:1.13.11.57]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04101 -  ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04103 -  ipdC; indolepyruvate decarboxylase [EC:4.1.1.74]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04104 -  accD3; acyl-CoA carboxylase subunit beta [EC:6.4.1.-]	2	2	29	76	38	23	64	10	20	16	5	304	3	7	10	12	28	0	9	52	215	8	0	2	100	6	52	16	9	5	90	42	39	29	17	8	15	17	5	40	146	0	26	38	232	7	156	0	0	4	94	58	64	12	4	24	2	49	71	17	23	9	41	5	10	6	15	36	65	25	12	14	273	3	178
"K04113 -  bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]"	0	11	0	0	0	0	10	0	0	8	0	20	0	0	0	6	6	0	25	0	0	0	0	0	22	2	0	13	4	0	16	12	0	10	29	3	0	4	12	2	2	0	0	2	8	0	6	0	0	0	2	0	0	2	0	2	4	0	7	0	4	0	2	0	0	1	0	8	0	6	8	0	0	3	72
K04127 -  cefD; isopenicillin-N epimerase [EC:5.1.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04333 -  csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein"	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K04334 -  csgA; major curlin subunit	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K04335 -  csgB; minor curlin subunit	0	0	0	0	0	28	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K04336 -  csgC; curli production protein	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04337 -  csgE; curli production assembly/transport component CsgE	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04338 -  csgF; curli production assembly/transport component CsgF	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04343 -  strB; streptomycin 6-kinase [EC:2.7.1.72]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	5	3	0	0	0	0	0	0	0	0	0	11	0	0	2	0	4	0	0	0	0	0	0	0
K04477 -  ycdX; putative hydrolase	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K04478 -  sgtB; monofunctional glycosyltransferase [EC:2.4.1.129]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04480 -  mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04485 -  radA, sms; DNA repair protein RadA/Sms"	83	653	1104	849	925	578	1396	107	487	569	1012	1150	55	517	500	922	1257	0	1919	727	814	1267	0	72	2496	659	819	1160	2204	64	505	809	1491	1388	2053	162	197	697	846	467	562	0	446	663	1509	987	1199	0	0	821	345	898	1162	439	798	714	610	733	1131	1131	1528	1059	1143	1887	7	279	812	1456	789	509	766	851	849	2259	4800
K04486 -  E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]	56	363	761	568	752	98	869	76	182	390	683	904	53	368	391	681	830	0	1320	409	711	695	0	52	1627	423	633	842	1525	40	300	646	614	843	1512	77	146	472	641	539	688	2	246	627	2224	783	569	0	1	566	156	699	1009	204	633	532	395	354	616	447	1084	439	799	1343	9	191	1349	1558	336	344	513	925	553	1435	1643
"K04487 -  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	12	108	165	229	130	314	392	32	289	48	42	805	6	25	130	66	131	0	400	42	343	492	0	5	468	24	366	268	237	12	190	118	764	223	558	83	122	142	77	385	760	0	288	81	1299	88	1317	0	0	49	271	226	323	247	30	39	71	349	242	673	82	439	142	283	13	40	184	492	1495	132	93	80	378	191	2848
"K04488 -  iscU, nifU; nitrogen fixation protein NifU and related proteins"	1	13	37	76	35	67	84	6	52	12	6	171	4	0	29	28	17	0	61	5	59	89	0	3	150	0	79	46	11	2	41	18	129	46	124	8	16	34	20	32	74	0	22	2	427	8	186	0	0	0	42	27	75	54	0	5	18	73	36	133	14	69	22	66	5	10	42	129	167	21	20	12	67	10	1026
"K04516 -  AROA1, aroA; chorismate mutase [EC:5.4.99.5]"	63	452	993	908	913	109	1131	97	265	732	956	786	67	467	688	1044	1364	0	2055	983	711	951	0	64	2613	566	971	964	1844	45	392	1013	1035	1407	2608	82	288	656	1121	392	589	0	344	833	657	1019	646	1	0	899	166	956	1288	295	900	910	520	639	1012	767	1626	616	1238	1951	7	282	1117	995	208	524	786	1088	738	2119	1001
K04517 -  tyrA2; prephenate dehydrogenase [EC:1.3.1.12]	0	24	29	97	53	57	81	5	9	43	11	285	0	19	38	34	36	0	106	13	123	38	0	2	106	18	143	92	73	1	101	57	130	84	193	27	32	78	22	275	323	0	91	27	1250	25	431	0	0	44	105	191	261	5	17	12	26	43	71	21	67	60	73	183	6	21	164	345	280	30	46	39	128	28	2294
K04518 -  pheA2; prephenate dehydratase [EC:4.2.1.51]	0	45	9	26	5	10	21	0	15	4	8	20	1	9	10	7	57	0	56	13	16	60	0	2	34	14	17	33	82	5	29	54	95	38	88	11	16	12	6	247	319	0	57	13	16	18	341	0	0	61	24	148	37	4	6	9	11	21	27	12	24	48	42	102	0	5	25	41	11	2	8	20	26	36	755
K04561 -  norB; nitric oxide reductase subunit B [EC:1.7.2.5]	0	74	101	15	95	12	98	0	2	60	2	6	4	158	0	0	51	0	167	92	62	90	0	26	327	99	0	182	144	4	118	154	58	0	284	8	6	68	128	21	7	0	20	48	1	175	27	0	0	57	22	52	134	0	35	72	112	37	148	49	70	16	243	193	0	85	33	112	7	35	81	22	13	114	467
"K04562 -  flhG, fleN; flagellar biosynthesis protein FlhG"	0	6	7	2	5	0	31	1	6	0	2	54	0	0	2	0	4	0	5	0	18	35	0	0	11	0	2	1	3	0	33	8	20	5	1	9	4	0	0	9	17	0	30	8	2	2	674	0	0	0	33	4	7	6	0	2	0	7	21	0	0	26	15	4	0	4	0	0	224	2	0	4	52	17	956
"K04564 -  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	36	247	415	321	390	140	476	53	103	218	466	341	25	218	279	382	545	0	893	299	355	476	0	38	1057	249	350	430	928	25	197	361	458	553	1011	52	98	206	369	261	402	0	190	347	259	474	356	1	0	379	89	443	387	85	396	344	189	223	419	323	678	294	501	766	2	109	349	460	172	214	282	407	295	909	550
"K04565 -  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"	1	4	12	12	8	23	13	2	2	0	0	80	0	0	2	2	8	0	2	0	27	3	0	1	10	0	9	0	2	0	18	8	0	2	0	0	2	0	0	3	19	0	5	8	3	0	0	0	0	0	19	3	2	0	0	1	2	9	9	2	0	2	8	4	0	3	4	7	96	4	0	0	39	0	15
"K04566 -  lysK; lysyl-tRNA synthetase, class I [EC:6.1.1.6]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04567 -  KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"	120	1113	1865	1616	1742	1272	1859	170	618	982	1554	1707	94	803	997	1651	2107	1	3514	1431	1401	1926	0	106	4440	886	1758	1833	3195	116	827	1603	2154	2526	4681	262	359	1069	1593	977	1380	0	817	1232	2925	1829	2025	0	0	1296	478	1622	2233	599	1436	1495	872	1278	1724	1794	2617	1422	1926	3498	24	532	1947	1990	1166	955	1467	1413	1181	3366	6545
"K04568 -  epmA, poxA; elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]"	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
"K04651 -  hypA, hybF; hydrogenase nickel incorporation protein HypA/HybF"	0	14	3	20	2	58	11	1	0	2	0	11	0	6	8	1	27	1	18	7	14	14	0	0	9	4	35	12	20	0	4	12	30	13	27	12	10	0	4	54	82	0	19	6	41	7	120	0	0	3	13	25	34	2	0	5	3	4	10	2	2	17	8	29	6	2	7	14	23	10	0	3	10	9	254
K04652 -  hypB; hydrogenase nickel incorporation protein HypB	0	38	7	44	20	77	24	1	9	7	10	54	1	20	14	8	23	0	60	9	20	39	0	0	49	12	72	20	45	1	32	26	59	48	48	19	10	6	9	111	256	0	37	20	113	25	277	0	0	21	30	113	81	10	5	9	4	15	15	22	20	20	20	36	2	0	16	23	41	12	3	10	16	28	563
K04653 -  hypC; hydrogenase expression/formation protein HypC	0	14	11	15	2	35	7	0	4	2	0	11	0	0	0	2	14	0	24	1	6	13	0	1	8	5	27	18	31	3	4	1	38	4	36	11	5	0	4	35	68	0	31	0	46	9	105	0	0	6	8	24	25	2	3	9	0	12	14	5	6	15	1	31	0	5	6	2	40	0	4	0	0	10	207
K04654 -  hypD; hydrogenase expression/formation protein HypD	1	28	28	77	15	73	50	0	8	4	20	74	1	16	8	21	41	0	78	12	37	82	0	3	86	18	85	57	76	4	25	40	130	67	116	41	13	24	12	169	360	0	63	9	197	32	550	0	0	35	20	91	81	7	13	13	21	77	22	36	38	92	36	83	6	6	29	47	211	12	4	12	12	53	1141
K04655 -  hypE; hydrogenase expression/formation protein HypE	0	19	24	55	26	80	64	2	14	10	10	222	0	11	18	29	13	0	64	16	103	39	0	2	82	15	52	47	54	2	40	54	111	79	105	11	14	18	24	204	375	0	102	39	138	8	425	0	0	24	66	114	95	11	7	10	18	22	36	11	20	63	70	66	4	13	40	47	340	18	12	25	156	42	767
K04656 -  hypF; hydrogenase maturation protein HypF	0	104	40	150	70	166	82	0	29	18	31	142	0	64	36	43	129	0	135	28	86	142	0	3	166	55	195	112	137	6	82	113	293	129	242	82	29	37	44	405	786	0	166	40	311	69	1241	0	0	88	98	293	163	22	21	22	40	87	43	49	66	191	71	226	3	17	68	61	221	27	28	22	52	103	1992
"K04691 -  hhoB, degS; serine protease DegS [EC:3.4.21.-]"	0	0	0	0	0	49	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
"K04719 -  bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04720 -  cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]	0	66	12	30	37	10	33	4	2	26	71	273	1	54	62	36	8	0	2	22	153	90	0	2	79	56	24	7	38	5	57	104	11	95	2	17	91	31	38	446	1042	0	14	75	93	66	420	0	0	88	37	410	54	6	12	82	8	16	15	24	41	19	123	3	6	16	60	100	80	25	19	42	245	18	333
"K04744 -  lptD, imp, ostA; LPS-assembly protein"	187	1337	2182	1826	2138	426	2632	158	455	1317	2334	1443	141	1275	1339	2253	2906	0	4533	1812	1726	2867	0	214	5754	1287	1793	2376	5099	164	1003	2231	2700	3156	5546	302	523	1378	2392	1262	1731	0	970	1735	1170	2660	2116	1	0	2070	492	2198	2326	679	1991	2007	1199	1414	2365	1667	3628	1597	2839	4571	9	683	1919	2317	621	1249	1657	1893	1464	4968	3528
K04748 -  norQ; nitric oxide reductase NorQ protein	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	4	0	2	0	4	0	2	0	0	0	4	2	4	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0
K04749 -  rsbV; anti-sigma B factor antagonist	0	4	7	2	1	35	2	0	2	1	2	4	0	4	0	0	1	0	4	2	16	0	0	0	4	2	58	0	0	0	0	0	2	0	8	0	4	0	0	0	7	0	0	0	0	0	12	0	0	0	4	0	15	0	4	8	1	4	2	2	4	0	0	0	1	0	0	0	16	0	0	2	2	3	10
K04750 -  phnB; PhnB protein	0	0	0	2	0	38	0	3	4	0	2	51	0	0	23	8	0	0	5	0	11	8	0	0	39	0	12	5	2	0	2	0	6	14	7	2	8	0	0	5	20	0	13	6	4	0	33	0	0	7	5	10	4	0	0	0	0	13	6	3	2	6	0	1	2	2	4	0	2	0	0	0	18	2	18
K04751 -  glnB; nitrogen regulatory protein P-II 1	1	23	37	102	97	65	97	3	20	45	7	323	1	9	49	24	55	0	91	12	75	24	0	2	119	5	38	106	42	6	109	60	52	38	178	22	31	110	42	132	233	0	75	21	1165	15	162	0	0	21	168	87	244	11	14	20	58	34	83	16	86	39	81	165	4	24	88	521	353	42	34	87	143	33	1077
K04752 -  glnK; nitrogen regulatory protein P-II 2	0	4	3	6	0	48	6	0	2	0	3	3	0	5	0	2	29	0	22	1	0	15	0	0	21	4	14	19	36	3	6	2	43	2	40	12	0	0	0	2	2	0	35	0	0	13	39	0	0	4	12	4	15	0	0	0	3	15	7	6	0	23	0	41	0	2	0	0	3	0	0	0	0	11	108
K04753 -  sufI; suppressor of ftsI	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
"K04754 -  mlaA, vacJ; phospholipid-binding lipoprotein MlaA"	0	20	6	2	2	54	38	0	10	4	5	18	0	9	0	8	46	0	50	5	4	12	0	0	25	6	14	43	46	5	12	8	55	4	91	14	0	12	6	0	6	0	63	0	8	24	37	0	0	13	21	18	21	0	3	8	10	27	9	5	4	47	0	66	0	0	8	8	0	8	4	2	0	26	166
"K04755 -  fdx; ferredoxin, 2Fe-2S"	0	1	0	0	0	13	0	0	0	2	0	4	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	2	0	0	8	0	0	4	6	0	0	4	2	4	0	0	0	0	8	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	40
K04757 -  rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]	7	6	19	10	8	31	21	5	3	1	3	29	2	4	19	2	2	0	7	0	35	0	0	1	6	2	45	0	5	0	25	4	8	4	4	2	1	8	0	18	31	0	5	2	0	0	193	0	0	0	20	2	18	8	0	8	0	9	18	6	6	2	13	0	0	8	0	2	73	0	4	0	49	7	349
K04758 -  feoA; ferrous iron transport protein A	140	1036	1799	1354	1932	253	2214	157	462	1081	1785	1076	111	988	1143	1651	2510	1	3985	1639	1523	2031	0	136	4292	1112	1167	2094	4381	146	905	1940	2119	2266	4448	208	415	1116	1949	741	1172	1	688	1353	1151	2089	1413	1	0	1535	485	1555	1807	606	1809	1555	949	1016	2055	1388	3008	1391	2357	3254	10	602	1652	1842	386	1119	1468	1457	1091	3816	2563
K04759 -  feoB; ferrous iron transport protein B	151	1215	2052	1793	2216	915	2692	203	757	1241	1830	2624	123	1035	1414	1798	2833	1	4526	1803	2323	2537	0	147	5007	1155	1740	2490	4694	160	1180	2299	3041	2651	5351	368	825	1456	2213	1581	3417	1	1168	1567	4101	2200	2744	1	0	1737	1020	2357	2478	780	1834	1740	1129	1445	2481	1889	3226	1911	2626	3858	22	743	2080	3085	2365	1384	1617	1642	1807	4050	7492
K04760 -  greB; transcription elongation factor GreB	0	8	0	1	2	36	4	0	4	5	1	4	0	2	0	0	13	0	28	6	5	6	0	0	22	2	18	25	24	2	16	8	74	12	43	9	1	4	9	0	0	0	34	0	18	8	14	0	0	2	3	4	9	0	2	2	5	21	16	0	1	10	2	34	0	5	1	4	1	4	0	1	0	15	97
"K04761 -  oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"	45	268	462	277	344	98	635	49	205	197	469	374	26	205	322	469	493	0	834	240	456	472	0	57	803	364	455	402	1025	34	212	290	421	668	871	61	81	194	302	244	435	0	187	436	262	440	400	0	0	261	78	490	367	126	421	302	205	469	367	291	606	363	557	819	1	102	427	666	53	166	233	635	413	1412	368
K04762 -  hslR; ribosome-associated heat shock protein Hsp15	25	253	388	247	338	199	408	30	80	213	386	272	15	206	197	309	449	0	689	223	317	364	0	32	847	249	365	341	687	27	163	314	330	479	794	51	82	214	287	135	170	0	144	263	420	368	288	0	0	285	92	275	375	132	274	266	179	236	366	233	519	276	380	601	5	78	352	417	84	164	250	321	231	803	497
K04763 -  xerD; integrase/recombinase XerD	63	436	1013	868	843	516	998	84	298	552	745	794	57	412	496	874	1108	0	1718	681	797	1037	0	50	2234	447	1050	912	1650	45	406	832	1026	1228	2319	96	198	553	882	364	421	1	380	703	1140	847	1152	0	0	711	180	761	1106	354	790	614	410	591	924	798	1308	721	988	1706	19	227	1301	864	281	538	765	797	669	1896	2857
"K04764 -  ihfA, himA; integration host factor subunit alpha"	0	4	0	4	0	18	10	0	7	4	2	5	0	6	0	0	20	0	25	3	11	7	0	2	13	0	7	15	18	2	8	0	24	4	9	1	0	4	0	0	0	0	17	0	0	7	46	0	0	7	4	8	0	0	2	1	1	3	3	4	0	2	0	22	0	4	0	8	0	4	0	0	0	16	90
K04765 -  mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]	0	0	0	0	0	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K04766 -  acuA; acetoin utilization protein AcuA [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K04767 -  acuB; acetoin utilization protein AcuB	0	2	8	17	14	0	30	0	0	12	0	86	0	0	2	8	0	0	17	4	0	0	0	1	14	0	0	26	0	0	2	8	0	6	68	0	0	16	11	30	16	0	2	0	252	0	10	0	0	0	0	20	54	0	2	0	4	0	0	0	18	0	4	22	0	2	4	152	4	12	6	22	6	2	194
"K04769 -  spoVT; AbrB family transcriptional regulator, stage V sporulation protein T"	0	0	5	2	1	0	25	3	10	3	2	47	1	0	14	7	17	0	0	1	32	1	0	0	1	0	8	1	1	0	36	14	10	7	0	10	12	3	0	15	31	0	16	8	4	2	10	0	0	0	53	6	17	6	0	0	2	8	28	1	4	5	26	2	0	7	2	4	89	3	2	3	45	2	13
K04770 -  lonH; Lon-like ATP-dependent protease [EC:3.4.21.-]	0	0	0	0	0	105	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	37
"K04771 -  degP, htrA; serine protease Do [EC:3.4.21.107]"	56	888	962	868	1154	579	1206	64	256	602	1206	749	68	655	499	878	1520	0	2291	898	755	1447	0	90	2808	684	685	1315	2713	67	582	967	1450	1220	2779	163	265	745	1071	474	588	3	475	692	1728	1305	1728	0	0	879	269	928	1149	296	1027	1056	628	727	1286	762	1662	935	1383	1943	23	364	991	1493	397	642	755	786	559	2470	3381
